model,pretrained,learning_rate,t2I Recall@1,t2I Recall@5,t2I Recall@10,I2t Recall@1,I2t Recall@5,I2t Recall@10,VGR,VGA,COCO-Order,Flickr-Order,add_obj,add_att,replace_obj,replace_att,replace_rel,swap_obj,swap_att,CIFAR10_zeroshot_top1,CIFAR10_zeroshot_top3,CIFAR10_zeroshot_top5,CIFAR10_linear_probe_accuracy,CIFAR10_fine_tune_accuracy,CIFAR100_zeroshot_top1,CIFAR100_zeroshot_top3,CIFAR100_zeroshot_top5,CIFAR100_zeroshot_top10,CIFAR100_linear_probe_accuracy,CIFAR100_fine_tune_accuracy,ImageNet1K_zeroshot_top1,ImageNet1K_zeroshot_top3,ImageNet1K_zeroshot_top5,ImageNet1K_zeroshot_top10,ImageNet1K_linear_probe_accuracy,ImageNet1K_fine_tune_accuracy,StanfordCars_zeroshot_top1,StanfordCars_zeroshot_top3,StanfordCars_zeroshot_top5,StanfordCars_zeroshot_top10,StanfordCars_linear_probe_accuracy,StanfordCars_fine_tune_accuracy,Flowers102_zeroshot_top1,Flowers102_zeroshot_top3,Flowers102_zeroshot_top5,Flowers102_zeroshot_top10,Flowers102_linear_probe_accuracy,Flowers102_fine_tune_accuracy,wino_text,wino_image,wino_group
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN50,unity-random-50k-recap_e64,0.0001,,,,,,,,,,,,,,,,,,0.1267,0.331,0.5317,0.5564,0.8363,0.0162,0.0413,0.067,0.1247,0.3145,0.423,0.00222,0.00628,0.00982,0.017,0.17832,0.375,0.005223230941,0.01778385773,0.02735978112,0.05335157319,0.08630767317,0.3853998259,0.01544966661,0.04130752968,0.06521385591,0.1135143926,0.3363148479,0.4215319564,,,
RN50,unity-random-50k-recap_e64,0.0002,0.001039417926,0.004837291117,0.008395298633,0.0004,0.0046,0.0092,0.5135146426,0.4934497817,0.1868452619,0.178,0.4505334627,0.4465317919,0.5139225182,0.5989847716,0.4708392603,0.5102040816,0.4744744745,0.1516,0.3669,0.5447,0.555,0.8467,0.0121,0.0354,0.0567,0.1058,0.3115,0.4111,0.00216,0.00608,0.0094,0.01644,0.18232,0.3567,0.006591219998,0.01654023131,0.02735978112,0.05347593583,0.08842183808,0.3400074618,0.01577492275,0.04130752968,0.05594405594,0.09985363474,0.3296470971,0.3766466092,0.1225,0.05,0.0175
RN50,unity-random-50k-recap_e64,0.0005,0.001199328376,0.005716798593,0.01063404493,0.002,0.0056,0.0128,0.5013577307,0.4720383153,0.1649740104,0.1762,0.46314258,0.4494219653,0.5127118644,0.5812182741,0.5071123755,0.4530612245,0.512012012,0.1134,0.3236,0.5324,0.533,0.8405,0.0122,0.0381,0.0643,0.1224,0.2841,0.2653,0.0028,0.00674,0.01014,0.01776,0.1513,0.124,0.005347593583,0.01815694565,0.02847904489,0.05335157319,0.06752891431,0.2625295361,0.01431127013,0.04244592617,0.05415514718,0.09676370141,0.2969588551,0.2543503009,0.17,0.0925,0.0525
RN50,unity-random-50k-recap_e64,0.001,0.001359238826,0.005916686655,0.01031422403,0.0016,0.0058,0.0102,0.5278021473,0.4951401606,0.1741303479,0.1976,0.4039767216,0.3612716763,0.5272397094,0.5926395939,0.4772403983,0.5020408163,0.4894894895,0.1083,0.3374,0.5709,0.4657,0.7224,0.0149,0.0453,0.0719,0.1269,0.2359,0.1694,0.00206,0.00562,0.00926,0.01716,0.1112,0.1426,0.005596318866,0.01604278075,0.02574306678,0.05471956224,0.0560875513,0.1701280935,0.01642543503,0.04179541389,0.04943893316,0.07529679623,0.2408521711,0.233533908,0.145,0.075,0.035
RN50,unity-random-50k-recap_e64,0.002,0.0003997761254,0.001918925402,0.004117694091,0.001,0.0038,0.006,0.4907047667,0.4817579941,0.1718512595,0.1754,0.444228904,0.475433526,0.4981840194,0.5583756345,0.4843527738,0.5102040816,0.536036036,0.1373,0.369,0.5699,0.3501,0.2858,0.0189,0.0469,0.0741,0.1336,0.1169,0.0381,0.00144,0.00376,0.00682,0.01264,0.02856,0.0042,0.006093769432,0.0174107698,0.02686233056,0.04986941923,0.01927620943,0.02524561622,0.01073345259,0.02455683851,0.03838022443,0.07741096113,0.1019677996,0.06651488047,0.165,0.075,0.04
ViT-B-16,unity-random-50k-recap_e64,0.0001,,,,,,,,,,,,,,,,,,0.1242,0.3093,0.509,0.5098,0.7695,0.0113,0.0359,0.0616,0.1228,0.2738,0.375,0.00236,0.00566,0.0092,0.01606,0.0958,0.3078,0.005596318866,0.01728640716,0.02947394603,0.05521701281,0.04576545206,0.08792438751,0.01756383152,0.03740445601,0.05334200683,0.09725158562,0.2751666938,0.3197267848,,,
ViT-B-16,unity-random-50k-recap_e64,0.0002,0.0005596865755,0.00267850004,0.00567682098,0.001,0.0044,0.008,0.5032376655,0.4906324834,0.1730507797,0.1644,0.4781765276,0.4306358382,0.5320823245,0.5875634518,0.4879089616,0.4816326531,0.4744744745,0.1208,0.3575,0.5674,0.5032,0.7483,0.0107,0.0342,0.0596,0.1136,0.2699,0.3308,0.002,0.0047,0.00756,0.0142,0.093,0.2441,0.005471956224,0.01479915433,0.02499689093,0.04787961696,0.04265638602,0.08904365129,0.02049113677,0.0406570174,0.05675719629,0.09871523825,0.2589038868,0.3046023744,0.1525,0.105,0.045
ViT-B-16,unity-random-50k-recap_e64,0.0005,0.0007595746382,0.00267850004,0.00535700008,0.0006,0.0056,0.0078,0.5087939174,0.5092266516,0.17504998,0.1744,0.4432589719,0.450867052,0.5272397094,0.5939086294,0.4985775249,0.4571428571,0.4774774775,0.1076,0.3353,0.5153,0.4642,0.7075,0.0089,0.0379,0.0639,0.1247,0.231,0.2148,0.00158,0.0048,0.00778,0.01514,0.08,0.0921,0.003979604527,0.01417734113,0.02338017659,0.05111304564,0.0458898147,0.07225469469,0.02260530168,0.05025207351,0.06293706294,0.1154659294,0.2377622378,0.2333712799,0.1575,0.0925,0.04
ViT-B-16,unity-random-50k-recap_e64,0.001,0.0006396418006,0.00219876869,0.004797313504,0.0006,0.0054,0.0082,0.5122613527,0.4952810255,0.1662135146,0.1756,0.4088263822,0.4320809249,0.5078692494,0.5774111675,0.5142247511,0.5020408163,0.5315315315,0.121,0.3434,0.5227,0.4164,0.6025,0.0154,0.0379,0.0657,0.1233,0.1838,0.1453,0.00176,0.00436,0.00756,0.01468,0.05494,0.0557,0.00422832981,0.0167889566,0.02499689093,0.04962069394,0.0341997264,0.05894789205,0.01756383152,0.03772971215,0.05122784193,0.08375345585,0.1922263783,0.2104407221,0.1675,0.045,0.02
ViT-B-16,unity-random-50k-recap_e64,0.002,0.0003997761254,0.002758455265,0.004797313504,0.0002,0.0012,0.0036,0.5034465472,0.4988026483,0.1726909236,0.1702,0.4641125121,0.5202312139,0.4963680387,0.5266497462,0.4850640114,0.4040816327,0.4984984985,0.1399,0.3422,0.5445,0.3455,0.3718,0.0138,0.0416,0.0646,0.1166,0.1446,0.058,0.00138,0.00404,0.0063,0.01316,0.03648,0.00862,0.006715582639,0.01542096754,0.02648924263,0.05397338639,0.03009575923,0.0269866932,0.0128476175,0.03268824199,0.0460237437,0.07854935762,0.1862091397,0.1123759961,0.1675,0.085,0.0375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ViT-B-16,laion400m_e32,0.0005,0.3789877669,0.6321260094,0.7330295035,0.5646,0.8038,0.8732,0.4957179262,0.5961403015,0.4162335066,0.4604,0.8370514064,0.7904624277,0.941283293,0.8159898477,0.6685633001,0.6571428571,0.6501501502,0.9113,0.9848,0.9962,0.9613,,0.7118,0.8776,0.9199,0.9576,0.8302,,0.67072,0.85642,0.90424,0.9465,0.78442,,0.8283795548,0.9670439,0.9864444721,0.9966422087,,,0.6617336152,0.8147666287,0.8498942918,0.8794926004,,,0.255,0.115,0.0775
RN50,cc12m-random-sub-3m-wds_e32,0.0005,0.1361637483,0.3314943632,0.4412329096,0.2138,0.4422,0.568,0.5002715461,0.5343006057,0.2477409036,0.287,0.6595538312,0.661849711,0.8159806295,0.7322335025,0.6201991465,0.5959183673,0.5765765766,0.3431,0.6589,0.8206,0.7694,,0.0949,0.2026,0.2755,0.3942,0.5413,,0.22138,0.37494,0.4534,0.56072,0.55544,,0.07362268375,0.1784603905,0.2594204701,0.3972142768,,,0.1375833469,0.2506098553,0.3112701252,0.4142136933,,,0.1925,0.0725,0.0475
